Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹)
13/02/2023,31/01/2023,Whales,Power-Up Bundle,01h 56m,10,6,One-time,No,215
03/02/2023,22/01/2023,Whales,Character Skin,00h 57m,8,15,One-time,No,160
12/02/2023,24/01/2023,Hardcore,Power-Up Bundle,02h 15m,16,8,One-time,Yes,183
18/01/2023,21/12/2022,Hardcore,Lifetime Membership,00h 09m,36,9,Subscription,Yes,963
12/02/2023,24/01/2023,Casual,Premium Weapon,00h 07m,36,2,One-time,No,242
08/02/2023,20/01/2023,Casual,Lifetime Membership,00h 05m,11,0,Subscription,Yes,970
25/01/2023,23/01/2023,Casual,Premium Weapon,00h 12m,20,3,One-time,No,203
08/02/2023,29/01/2023,Hardcore,Power-Up Bundle,02h 11m,15,10,One-time,No,217
07/02/2023,18/01/2023,Whales,Coin Pack - 1000,00h 53m,4,7,One-time,No,94
12/02/2023,08/02/2023,Casual,Coin Pack - 10000,00h 05m,28,0,One-time,No,497
07/02/2023,26/01/2023,Casual,Coin Pack - 1000,00h 59m,14,5,One-time,No,82
17/01/2023,28/12/2022,Hardcore,Limited-Time Offer Pack,00h 09m,30,4,One-time,No,58
11/02/2023,13/01/2023,Whales,Lifetime Membership,01h 46m,20,2,Subscription,Yes,934
21/01/2023,10/01/2023,Hardcore,Coin Pack - 1000,01h 46m,22,10,One-time,No,89
14/02/2023,09/02/2023,Casual,Premium Weapon,02h 50m,13,3,One-time,No,218
05/02/2023,06/01/2023,Hardcore,Coin Pack - 10000,01h 00m,38,12,One-time,No,487
27/01/2023,22/01/2023,Hardcore,Character Skin,02h 18m,15,3,One-time,Yes,145
20/01/2023,25/12/2022,Whales,Character Skin,01h 33m,14,0,One-time,No,167
23/01/2023,06/01/2023,Whales,Coin Pack - 10000,02h 46m,21,0,One-time,No,357
12/02/2023,14/01/2023,Casual,Coin Pack - 1000,01h 45m,4,2,One-time,Yes,80
12/02/2023,26/01/2023,Whales,Character Skin,02h 39m,31,15,One-time,No,185
13/02/2023,03/02/2023,Casual,Power-Up Bundle,01h 03m,23,2,One-time,No,162
25/01/2023,29/12/2022,Casual,Premium Weapon,01h 46m,35,5,One-time,No,202
24/01/2023,18/01/2023,Casual,Coin Pack - 1000,02h 05m,33,2,One-time,Yes,80
24/01/2023,26/12/2022,Casual,Ultra Bundle,01h 34m,9,1,One-time,No,697
26/01/2023,07/01/2023,Casual,Limited-Time Offer Pack,01h 11m,5,1,One-time,No,78
22/01/2023,14/01/2023,Casual,Power-Up Bundle,02h 58m,2,4,One-time,Yes,157
19/01/2023,24/12/2022,Casual,Premium Weapon,01h 43m,35,5,One-time,Yes,269
20/01/2023,29/12/2022,Hardcore,Limited-Time Offer Pack,02h 18m,27,1,One-time,No,50
21/01/2023,01/01/2023,Whales,Character Skin,01h 13m,21,0,One-time,Yes,140
16/01/2023,10/01/2023,Casual,Power-Up Bundle,01h 28m,27,1,One-time,No,186
04/02/2023,21/01/2023,Casual,Coin Pack - 10000,01h 27m,30,1,One-time,Yes,371
27/01/2023,04/01/2023,Hardcore,Season Pass,01h 35m,22,4,Subscription,No,554
31/01/2023,15/01/2023,Casual,Coin Pack - 10000,02h 18m,15,5,One-time,No,474
12/02/2023,09/02/2023,Casual,Premium Weapon,02h 47m,20,0,One-time,Yes,206
26/01/2023,23/01/2023,Hardcore,Coin Pack - 1000,00h 48m,18,11,One-time,No,95
06/02/2023,14/01/2023,Casual,Premium Weapon,01h 19m,7,4,One-time,No,200
14/02/2023,12/02/2023,Hardcore,Ultra Bundle,00h 35m,31,10,One-time,Yes,535
27/01/2023,10/01/2023,Hardcore,Character Skin,01h 11m,18,9,One-time,No,118
06/02/2023,05/02/2023,Hardcore,Lifetime Membership,00h 40m,19,3,Subscription,No,827
27/01/2023,06/01/2023,Hardcore,Character Skin,00h 46m,5,10,One-time,Yes,156
09/02/2023,23/01/2023,Casual,Coin Pack - 5000,01h 01m,2,1,One-time,No,234
03/02/2023,27/01/2023,Whales,Lifetime Membership,00h 54m,37,11,Subscription,No,958
08/02/2023,06/02/2023,Casual,Coin Pack - 5000,01h 46m,8,3,One-time,No,211
05/02/2023,07/01/2023,Hardcore,Coin Pack - 5000,00h 05m,3,9,One-time,No,227
20/01/2023,07/01/2023,Hardcore,Coin Pack - 5000,00h 31m,6,2,One-time,Yes,219
11/02/2023,26/01/2023,Hardcore,Coin Pack - 1000,02h 21m,2,5,One-time,No,98
08/02/2023,05/02/2023,Casual,Premium Weapon,01h 51m,13,4,One-time,No,276
06/02/2023,25/01/2023,Casual,Power-Up Bundle,00h 39m,7,0,One-time,Yes,158
28/01/2023,06/01/2023,Hardcore,Ultra Bundle,01h 54m,2,8,One-time,Yes,520
19/01/2023,10/01/2023,Hardcore,Lifetime Membership,00h 11m,3,11,Subscription,No,914
11/02/2023,01/02/2023,Casual,Ultra Bundle,02h 44m,19,3,One-time,No,639
07/02/2023,06/02/2023,Hardcore,Limited-Time Offer Pack,00h 36m,29,7,One-time,No,60
14/02/2023,17/01/2023,Hardcore,Coin Pack - 5000,02h 14m,14,8,One-time,Yes,226
27/01/2023,12/01/2023,Casual,Premium Weapon,00h 14m,30,1,One-time,No,244
09/02/2023,26/01/2023,Casual,Character Skin,00h 33m,18,0,One-time,No,193
21/01/2023,05/01/2023,Hardcore,Coin Pack - 5000,02h 31m,15,12,One-time,Yes,243
17/01/2023,20/12/2022,Casual,Coin Pack - 10000,02h 45m,29,5,One-time,No,403
09/02/2023,01/02/2023,Casual,Season Pass,01h 55m,13,2,Subscription,No,505
16/01/2023,14/01/2023,Casual,Coin Pack - 10000,01h 30m,31,0,One-time,Yes,448
10/02/2023,21/01/2023,Whales,Coin Pack - 1000,01h 07m,15,9,One-time,No,93
02/02/2023,07/01/2023,Casual,Season Pass,01h 30m,26,4,Subscription,No,438
17/01/2023,05/01/2023,Casual,Season Pass,01h 44m,16,5,Subscription,No,479
13/02/2023,05/02/2023,Whales,Coin Pack - 1000,02h 30m,27,6,One-time,No,80
18/01/2023,31/12/2022,Hardcore,Limited-Time Offer Pack,01h 37m,5,14,One-time,No,67
17/01/2023,01/01/2023,Casual,Coin Pack - 5000,01h 01m,37,4,One-time,No,237
29/01/2023,26/01/2023,Casual,Limited-Time Offer Pack,01h 50m,13,0,One-time,No,88
05/02/2023,30/01/2023,Whales,Season Pass,00h 26m,18,1,Subscription,Yes,477
27/01/2023,31/12/2022,Casual,Coin Pack - 5000,00h 51m,9,0,One-time,No,206
18/01/2023,07/01/2023,Casual,Coin Pack - 1000,00h 25m,29,1,One-time,No,98
24/01/2023,12/01/2023,Casual,Character Skin,02h 50m,28,5,One-time,No,191
21/01/2023,30/12/2022,Whales,Limited-Time Offer Pack,01h 53m,19,10,One-time,No,81
23/01/2023,20/01/2023,Casual,Coin Pack - 1000,00h 39m,27,0,One-time,No,89
11/02/2023,12/01/2023,Hardcore,Season Pass,00h 29m,27,3,Subscription,No,511
10/02/2023,14/01/2023,Casual,Season Pass,00h 16m,33,0,Subscription,No,477
15/01/2023,20/12/2022,Casual,Coin Pack - 1000,00h 58m,35,0,One-time,Yes,80
08/02/2023,06/02/2023,Hardcore,Limited-Time Offer Pack,02h 06m,13,14,One-time,Yes,58
01/02/2023,27/01/2023,Casual,Lifetime Membership,00h 26m,16,0,Subscription,No,880
14/02/2023,26/01/2023,Hardcore,Coin Pack - 1000,02h 19m,20,5,One-time,Yes,93
31/01/2023,28/01/2023,Casual,Coin Pack - 1000,00h 21m,37,0,One-time,No,94
30/01/2023,16/01/2023,Hardcore,Lifetime Membership,01h 57m,23,13,Subscription,No,982
17/01/2023,31/12/2022,Casual,Limited-Time Offer Pack,02h 16m,40,5,One-time,No,94
09/02/2023,30/01/2023,Casual,Lifetime Membership,01h 13m,16,4,Subscription,Yes,846
25/01/2023,06/01/2023,Hardcore,Power-Up Bundle,00h 34m,21,10,One-time,No,163
23/01/2023,19/01/2023,Casual,Limited-Time Offer Pack,03h 00m,27,4,One-time,No,55
09/02/2023,08/02/2023,Whales,Season Pass,02h 58m,1,2,Subscription,No,460
15/01/2023,25/12/2022,Casual,Season Pass,02h 39m,7,0,Subscription,No,468
04/02/2023,31/01/2023,Casual,Character Skin,02h 03m,16,4,One-time,No,179
30/01/2023,21/01/2023,Hardcore,Coin Pack - 5000,02h 00m,5,11,One-time,No,213
13/02/2023,07/02/2023,Casual,Limited-Time Offer Pack,00h 15m,35,4,One-time,Yes,99
16/01/2023,27/12/2022,Whales,Coin Pack - 5000,00h 42m,23,11,One-time,Yes,236
03/02/2023,20/01/2023,Casual,Lifetime Membership,02h 28m,17,0,Subscription,No,823
19/01/2023,13/01/2023,Casual,Season Pass,01h 02m,39,0,Subscription,No,422
12/02/2023,22/01/2023,Casual,Character Skin,02h 45m,31,3,One-time,No,101
23/01/2023,06/01/2023,Whales,Power-Up Bundle,01h 49m,30,9,One-time,Yes,213
10/02/2023,11/01/2023,Casual,Character Skin,01h 08m,21,0,One-time,No,126
08/02/2023,18/01/2023,Whales,Coin Pack - 10000,02h 09m,34,10,One-time,No,455
10/02/2023,30/01/2023,Casual,Coin Pack - 10000,02h 36m,8,0,One-time,No,371
26/01/2023,06/01/2023,Casual,Premium Weapon,01h 57m,13,1,One-time,No,201
11/02/2023,03/02/2023,Hardcore,Ultra Bundle,00h 26m,20,8,One-time,No,532
16/01/2023,18/12/2022,Casual,Lifetime Membership,00h 37m,21,2,Subscription,No,943
22/01/2023,25/12/2022,Whales,Character Skin,01h 38m,31,11,One-time,No,183
24/01/2023,17/01/2023,Casual,Ultra Bundle,02h 49m,3,3,One-time,No,513
03/02/2023,15/01/2023,Casual,Ultra Bundle,01h 40m,20,2,One-time,No,582
23/01/2023,31/12/2022,Hardcore,Limited-Time Offer Pack,02h 48m,15,0,One-time,Yes,76
29/01/2023,10/01/2023,Casual,Ultra Bundle,01h 56m,21,2,One-time,Yes,503
31/01/2023,03/01/2023,Casual,Lifetime Membership,00h 27m,4,4,Subscription,No,906
27/01/2023,01/01/2023,Casual,Character Skin,00h 59m,14,3,One-time,No,195
04/02/2023,14/01/2023,Casual,Coin Pack - 1000,02h 21m,8,2,One-time,No,89
04/02/2023,20/01/2023,Hardcore,Premium Weapon,02h 59m,31,10,One-time,Yes,286
14/02/2023,01/02/2023,Casual,Limited-Time Offer Pack,00h 22m,36,5,One-time,No,81
01/02/2023,30/01/2023,Casual,Power-Up Bundle,00h 25m,28,3,One-time,Yes,206
07/02/2023,24/01/2023,Casual,Season Pass,01h 48m,11,1,Subscription,Yes,416
08/02/2023,19/01/2023,Casual,Character Skin,01h 00m,22,5,One-time,No,166
16/01/2023,30/12/2022,Casual,Coin Pack - 10000,00h 55m,1,1,One-time,No,494
20/01/2023,03/01/2023,Casual,Premium Weapon,02h 10m,21,2,One-time,No,268
25/01/2023,11/01/2023,Whales,Character Skin,00h 20m,40,10,One-time,No,161
30/01/2023,19/01/2023,Hardcore,Ultra Bundle,02h 15m,10,10,One-time,No,544
12/02/2023,20/01/2023,Casual,Lifetime Membership,00h 51m,13,3,Subscription,Yes,922
28/01/2023,04/01/2023,Casual,Lifetime Membership,00h 53m,17,3,Subscription,No,893
08/02/2023,27/01/2023,Whales,Limited-Time Offer Pack,02h 31m,28,8,One-time,No,70
15/01/2023,21/12/2022,Casual,Coin Pack - 1000,01h 03m,31,4,One-time,No,92
12/02/2023,26/01/2023,Casual,Power-Up Bundle,01h 27m,14,2,One-time,No,172
04/02/2023,19/01/2023,Hardcore,Premium Weapon,02h 35m,12,15,One-time,Yes,219
10/02/2023,03/02/2023,Hardcore,Coin Pack - 1000,02h 35m,31,5,One-time,No,92
11/02/2023,28/01/2023,Whales,Ultra Bundle,01h 38m,28,9,One-time,Yes,512
21/01/2023,31/12/2022,Casual,Power-Up Bundle,00h 38m,5,5,One-time,No,151
05/02/2023,25/01/2023,Hardcore,Lifetime Membership,00h 57m,36,1,Subscription,No,872
22/01/2023,04/01/2023,Hardcore,Power-Up Bundle,01h 27m,33,3,One-time,No,150
19/01/2023,13/01/2023,Hardcore,Premium Weapon,02h 02m,17,11,One-time,Yes,265
08/02/2023,30/01/2023,Casual,Power-Up Bundle,01h 48m,31,4,One-time,No,223
21/01/2023,10/01/2023,Casual,Season Pass,02h 49m,23,3,Subscription,No,442
15/01/2023,19/12/2022,Hardcore,Character Skin,01h 06m,3,13,One-time,Yes,122
16/01/2023,08/01/2023,Whales,Coin Pack - 1000,02h 56m,36,13,One-time,No,90
13/02/2023,28/01/2023,Casual,Limited-Time Offer Pack,02h 26m,20,1,One-time,Yes,78
05/02/2023,16/01/2023,Casual,Premium Weapon,00h 19m,36,2,One-time,Yes,228
19/01/2023,11/01/2023,Hardcore,Coin Pack - 5000,01h 59m,23,3,One-time,Yes,200
14/02/2023,09/02/2023,Hardcore,Ultra Bundle,02h 37m,16,1,One-time,No,506
06/02/2023,16/01/2023,Casual,Coin Pack - 1000,01h 35m,39,1,One-time,Yes,96
29/01/2023,01/01/2023,Hardcore,Limited-Time Offer Pack,01h 04m,1,1,One-time,No,51
08/02/2023,28/01/2023,Hardcore,Lifetime Membership,01h 50m,30,7,Subscription,No,994
24/01/2023,16/01/2023,Casual,Coin Pack - 5000,02h 17m,33,0,One-time,No,238
31/01/2023,02/01/2023,Hardcore,Lifetime Membership,02h 19m,24,12,Subscription,No,983
17/01/2023,24/12/2022,Casual,Coin Pack - 1000,02h 18m,27,2,One-time,No,91
04/02/2023,09/01/2023,Whales,Character Skin,00h 43m,29,12,One-time,No,154
15/01/2023,26/12/2022,Whales,Power-Up Bundle,01h 04m,8,3,One-time,No,198
29/01/2023,07/01/2023,Whales,Season Pass,02h 23m,32,7,Subscription,Yes,469
31/01/2023,28/01/2023,Hardcore,Coin Pack - 5000,00h 09m,1,0,One-time,No,235
19/01/2023,14/01/2023,Hardcore,Premium Weapon,02h 47m,40,9,One-time,Yes,214
20/01/2023,09/01/2023,Casual,Season Pass,00h 30m,9,5,Subscription,Yes,435
04/02/2023,28/01/2023,Casual,Coin Pack - 10000,00h 11m,7,3,One-time,Yes,408
06/02/2023,04/02/2023,Whales,Coin Pack - 10000,00h 25m,24,6,One-time,No,489
04/02/2023,25/01/2023,Hardcore,Character Skin,01h 55m,12,14,One-time,No,129
15/01/2023,03/01/2023,Hardcore,Limited-Time Offer Pack,01h 17m,30,5,One-time,No,85
15/01/2023,08/01/2023,Casual,Power-Up Bundle,02h 00m,37,2,One-time,Yes,232
07/02/2023,10/01/2023,Hardcore,Coin Pack - 10000,02h 23m,39,6,One-time,No,389
25/01/2023,22/01/2023,Hardcore,Ultra Bundle,00h 10m,30,11,One-time,Yes,534
07/02/2023,30/01/2023,Casual,Season Pass,02h 44m,6,4,Subscription,No,480
23/01/2023,13/01/2023,Hardcore,Limited-Time Offer Pack,02h 04m,2,9,One-time,No,64
14/02/2023,21/01/2023,Hardcore,Coin Pack - 5000,01h 05m,21,10,One-time,No,223
05/02/2023,28/01/2023,Casual,Character Skin,02h 30m,11,5,One-time,No,146
08/02/2023,31/01/2023,Whales,Ultra Bundle,02h 31m,6,4,One-time,Yes,530
16/01/2023,13/01/2023,Whales,Coin Pack - 5000,01h 51m,13,0,One-time,No,200
18/01/2023,14/01/2023,Casual,Coin Pack - 1000,01h 14m,27,1,One-time,No,94
03/02/2023,12/01/2023,Hardcore,Power-Up Bundle,01h 44m,5,9,One-time,No,248
01/02/2023,14/01/2023,Hardcore,Coin Pack - 5000,01h 55m,12,8,One-time,Yes,217
12/02/2023,14/01/2023,Hardcore,Ultra Bundle,02h 45m,20,1,One-time,No,603
01/02/2023,30/01/2023,Hardcore,Character Skin,02h 14m,2,9,One-time,No,125
19/01/2023,28/12/2022,Casual,Coin Pack - 5000,01h 24m,40,2,One-time,No,235
16/01/2023,01/01/2023,Casual,Limited-Time Offer Pack,02h 41m,33,4,One-time,Yes,86
27/01/2023,14/01/2023,Casual,Coin Pack - 1000,01h 07m,1,2,One-time,No,87
18/01/2023,20/12/2022,Casual,Coin Pack - 1000,00h 36m,23,1,One-time,Yes,82
27/01/2023,18/01/2023,Casual,Lifetime Membership,00h 19m,26,0,Subscription,No,802
10/02/2023,26/01/2023,Hardcore,Premium Weapon,00h 54m,13,9,One-time,No,214
24/01/2023,20/01/2023,Casual,Season Pass,02h 55m,21,2,Subscription,Yes,539
23/01/2023,08/01/2023,Casual,Premium Weapon,02h 19m,24,4,One-time,No,244
22/01/2023,11/01/2023,Casual,Coin Pack - 1000,01h 56m,3,4,One-time,No,88
05/02/2023,20/01/2023,Hardcore,Lifetime Membership,02h 30m,11,4,Subscription,No,857
03/02/2023,11/01/2023,Casual,Power-Up Bundle,01h 32m,39,5,One-time,No,230
01/02/2023,17/01/2023,Casual,Character Skin,00h 25m,25,2,One-time,No,163
08/02/2023,01/02/2023,Casual,Coin Pack - 5000,01h 01m,16,2,One-time,No,210
27/01/2023,04/01/2023,Hardcore,Limited-Time Offer Pack,02h 51m,36,9,One-time,No,88
26/01/2023,23/01/2023,Casual,Ultra Bundle,01h 27m,34,5,One-time,No,506
21/01/2023,04/01/2023,Casual,Premium Weapon,02h 00m,10,3,One-time,Yes,241
26/01/2023,28/12/2022,Hardcore,Premium Weapon,02h 08m,7,10,One-time,Yes,299
01/02/2023,29/01/2023,Hardcore,Character Skin,00h 34m,39,4,One-time,Yes,143
09/02/2023,06/02/2023,Casual,Coin Pack - 10000,01h 59m,10,1,One-time,No,459
01/02/2023,25/01/2023,Casual,Season Pass,01h 33m,39,3,Subscription,No,599
26/01/2023,22/01/2023,Casual,Character Skin,02h 38m,17,2,One-time,No,187
25/01/2023,17/01/2023,Hardcore,Power-Up Bundle,01h 35m,6,3,One-time,No,153
14/02/2023,06/02/2023,Casual,Ultra Bundle,00h 32m,36,2,One-time,Yes,558
16/01/2023,08/01/2023,Whales,Character Skin,00h 46m,32,5,One-time,Yes,176
08/02/2023,23/01/2023,Casual,Coin Pack - 1000,01h 02m,23,5,One-time,Yes,89
31/01/2023,22/01/2023,Hardcore,Limited-Time Offer Pack,01h 47m,9,10,One-time,No,96
15/01/2023,28/12/2022,Casual,Coin Pack - 5000,00h 35m,23,4,One-time,Yes,239
24/01/2023,17/01/2023,Casual,Coin Pack - 1000,01h 35m,14,5,One-time,Yes,99
20/01/2023,14/01/2023,Casual,Limited-Time Offer Pack,01h 37m,4,1,One-time,Yes,59
21/01/2023,11/01/2023,Casual,Limited-Time Offer Pack,00h 57m,26,5,One-time,Yes,56
19/01/2023,06/01/2023,Hardcore,Coin Pack - 1000,01h 42m,20,11,One-time,No,86
20/01/2023,27/12/2022,Hardcore,Coin Pack - 1000,00h 46m,36,0,One-time,No,82
31/01/2023,01/01/2023,Hardcore,Ultra Bundle,02h 24m,1,15,One-time,Yes,592
26/01/2023,29/12/2022,Casual,Limited-Time Offer Pack,01h 24m,7,0,One-time,No,89
20/01/2023,12/01/2023,Casual,Coin Pack - 1000,00h 18m,5,2,One-time,No,93
23/01/2023,31/12/2022,Casual,Coin Pack - 1000,00h 08m,24,2,One-time,No,83
21/01/2023,31/12/2022,Casual,Premium Weapon,00h 59m,39,1,One-time,Yes,267
28/01/2023,20/01/2023,Casual,Limited-Time Offer Pack,01h 24m,16,3,One-time,No,86
30/01/2023,08/01/2023,Casual,Power-Up Bundle,01h 03m,16,4,One-time,No,155
11/02/2023,10/02/2023,Casual,Premium Weapon,01h 56m,20,3,One-time,No,241
15/01/2023,23/12/2022,Casual,Season Pass,00h 17m,19,0,Subscription,No,504
13/02/2023,20/01/2023,Hardcore,Season Pass,02h 42m,31,1,Subscription,Yes,558
06/02/2023,18/01/2023,Hardcore,Character Skin,00h 23m,14,7,One-time,No,193
19/01/2023,23/12/2022,Casual,Coin Pack - 1000,02h 34m,39,0,One-time,No,86
28/01/2023,30/12/2022,Hardcore,Premium Weapon,02h 10m,28,4,One-time,No,227
05/02/2023,14/01/2023,Casual,Character Skin,00h 37m,28,5,One-time,No,198
01/02/2023,16/01/2023,Casual,Coin Pack - 10000,00h 35m,10,0,One-time,No,447
22/01/2023,07/01/2023,Whales,Ultra Bundle,00h 15m,23,13,One-time,No,643
10/02/2023,05/02/2023,Hardcore,Lifetime Membership,02h 18m,8,13,Subscription,Yes,862
10/02/2023,14/01/2023,Hardcore,Coin Pack - 5000,00h 30m,24,15,One-time,Yes,209
05/02/2023,12/01/2023,Hardcore,Character Skin,00h 19m,21,0,One-time,No,196
14/02/2023,13/02/2023,Hardcore,Coin Pack - 10000,00h 40m,18,13,One-time,No,474
23/01/2023,30/12/2022,Casual,Character Skin,01h 03m,6,0,One-time,Yes,195
04/02/2023,19/01/2023,Casual,Power-Up Bundle,01h 38m,36,5,One-time,No,236
05/02/2023,24/01/2023,Whales,Limited-Time Offer Pack,02h 52m,29,5,One-time,No,91
06/02/2023,08/01/2023,Whales,Premium Weapon,00h 29m,13,15,One-time,No,248
12/02/2023,19/01/2023,Casual,Premium Weapon,02h 15m,5,2,One-time,No,276
05/02/2023,15/01/2023,Casual,Limited-Time Offer Pack,02h 47m,17,3,One-time,No,50
12/02/2023,04/02/2023,Casual,Coin Pack - 1000,01h 54m,31,2,One-time,No,93
09/02/2023,13/01/2023,Hardcore,Lifetime Membership,02h 45m,35,2,Subscription,Yes,930
13/02/2023,02/02/2023,Whales,Coin Pack - 1000,02h 24m,24,2,One-time,Yes,82
22/01/2023,08/01/2023,Casual,Premium Weapon,02h 24m,40,5,One-time,Yes,251
02/02/2023,18/01/2023,Casual,Lifetime Membership,02h 24m,16,3,Subscription,Yes,986
19/01/2023,11/01/2023,Casual,Season Pass,01h 09m,14,3,Subscription,No,432
31/01/2023,26/01/2023,Casual,Coin Pack - 5000,01h 06m,26,3,One-time,No,248
21/01/2023,04/01/2023,Whales,Lifetime Membership,01h 06m,1,2,Subscription,Yes,811
22/01/2023,13/01/2023,Casual,Season Pass,00h 30m,9,5,Subscription,No,431
19/01/2023,22/12/2022,Casual,Coin Pack - 10000,02h 29m,21,5,One-time,No,397
22/01/2023,29/12/2022,Casual,Season Pass,00h 44m,25,0,Subscription,No,420
26/01/2023,05/01/2023,Whales,Power-Up Bundle,02h 11m,12,2,One-time,No,226
07/02/2023,21/01/2023,Whales,Character Skin,02h 23m,24,4,One-time,No,156
13/02/2023,31/01/2023,Casual,Character Skin,02h 52m,23,4,One-time,No,108
29/01/2023,31/12/2022,Whales,Coin Pack - 10000,01h 02m,8,13,One-time,No,429
31/01/2023,15/01/2023,Hardcore,Character Skin,01h 14m,2,11,One-time,No,110
15/01/2023,02/01/2023,Casual,Lifetime Membership,02h 46m,28,0,Subscription,No,918
25/01/2023,14/01/2023,Casual,Coin Pack - 10000,02h 58m,10,5,One-time,Yes,383
09/02/2023,05/02/2023,Casual,Coin Pack - 10000,01h 20m,23,0,One-time,No,369
15/01/2023,03/01/2023,Whales,Limited-Time Offer Pack,01h 09m,7,3,One-time,No,98
28/01/2023,22/01/2023,Whales,Season Pass,01h 15m,35,14,Subscription,Yes,490
16/01/2023,14/01/2023,Hardcore,Limited-Time Offer Pack,01h 30m,22,13,One-time,No,72
22/01/2023,26/12/2022,Casual,Power-Up Bundle,02h 35m,34,5,One-time,No,180
08/02/2023,26/01/2023,Casual,Ultra Bundle,00h 44m,2,1,One-time,No,672
29/01/2023,03/01/2023,Casual,Season Pass,01h 36m,27,1,Subscription,Yes,413
11/02/2023,06/02/2023,Casual,Coin Pack - 10000,02h 24m,9,4,One-time,No,378
29/01/2023,15/01/2023,Casual,Premium Weapon,00h 39m,24,3,One-time,No,275
23/01/2023,19/01/2023,Hardcore,Coin Pack - 10000,01h 55m,23,8,One-time,Yes,430
10/02/2023,31/01/2023,Hardcore,Season Pass,00h 41m,4,2,Subscription,No,568
02/02/2023,28/01/2023,Whales,Season Pass,02h 27m,31,6,Subscription,No,540
08/02/2023,20/01/2023,Casual,Power-Up Bundle,02h 05m,33,4,One-time,No,149
10/02/2023,28/01/2023,Hardcore,Power-Up Bundle,00h 35m,32,4,One-time,No,194
29/01/2023,25/01/2023,Casual,Limited-Time Offer Pack,01h 06m,25,2,One-time,Yes,72
15/01/2023,16/12/2022,Hardcore,Limited-Time Offer Pack,01h 44m,7,3,One-time,No,76
20/01/2023,25/12/2022,Casual,Ultra Bundle,00h 56m,16,4,One-time,No,686
17/01/2023,02/01/2023,Casual,Coin Pack - 10000,01h 30m,31,3,One-time,No,492
26/01/2023,11/01/2023,Casual,Limited-Time Offer Pack,00h 28m,34,1,One-time,No,87
24/01/2023,21/01/2023,Hardcore,Ultra Bundle,01h 01m,29,10,One-time,No,510
12/02/2023,04/02/2023,Whales,Coin Pack - 10000,01h 35m,25,8,One-time,No,444
02/02/2023,29/01/2023,Whales,Premium Weapon,02h 21m,22,5,One-time,No,234
07/02/2023,12/01/2023,Casual,Limited-Time Offer Pack,01h 56m,19,1,One-time,Yes,64
31/01/2023,04/01/2023,Whales,Lifetime Membership,02h 19m,25,6,Subscription,No,984
01/02/2023,02/01/2023,Casual,Season Pass,02h 48m,14,3,Subscription,No,541
26/01/2023,19/01/2023,Casual,Season Pass,02h 18m,31,5,Subscription,Yes,486
08/02/2023,17/01/2023,Casual,Character Skin,01h 33m,19,5,One-time,No,138
25/01/2023,16/01/2023,Casual,Limited-Time Offer Pack,02h 24m,28,5,One-time,Yes,63
31/01/2023,10/01/2023,Casual,Power-Up Bundle,01h 02m,33,5,One-time,No,235
05/02/2023,08/01/2023,Casual,Limited-Time Offer Pack,00h 25m,18,4,One-time,No,56
21/01/2023,15/01/2023,Casual,Power-Up Bundle,00h 05m,19,0,One-time,No,229
20/01/2023,26/12/2022,Casual,Coin Pack - 1000,00h 09m,31,1,One-time,No,86
07/02/2023,25/01/2023,Casual,Coin Pack - 5000,02h 05m,29,2,One-time,No,219
08/02/2023,20/01/2023,Whales,Coin Pack - 5000,01h 22m,11,8,One-time,No,242
27/01/2023,05/01/2023,Casual,Coin Pack - 5000,02h 35m,14,5,One-time,Yes,208
15/01/2023,21/12/2022,Hardcore,Coin Pack - 5000,02h 05m,15,15,One-time,No,248
17/01/2023,27/12/2022,Casual,Limited-Time Offer Pack,02h 19m,19,4,One-time,No,51
19/01/2023,15/01/2023,Casual,Ultra Bundle,02h 26m,28,3,One-time,No,578
26/01/2023,10/01/2023,Casual,Ultra Bundle,00h 20m,26,1,One-time,No,541
24/01/2023,04/01/2023,Casual,Character Skin,02h 11m,39,5,One-time,No,156
14/02/2023,20/01/2023,Casual,Power-Up Bundle,01h 31m,31,1,One-time,No,178
31/01/2023,11/01/2023,Casual,Coin Pack - 5000,00h 47m,31,0,One-time,Yes,245
24/01/2023,11/01/2023,Casual,Power-Up Bundle,00h 44m,15,3,One-time,No,185
31/01/2023,15/01/2023,Hardcore,Power-Up Bundle,02h 47m,28,15,One-time,No,159
19/01/2023,23/12/2022,Hardcore,Coin Pack - 10000,00h 53m,18,8,One-time,No,358
06/02/2023,04/02/2023,Whales,Coin Pack - 1000,01h 08m,35,7,One-time,Yes,83
24/01/2023,16/01/2023,Casual,Ultra Bundle,00h 56m,38,3,One-time,No,511
30/01/2023,21/01/2023,Casual,Season Pass,00h 10m,5,2,Subscription,Yes,503
02/02/2023,24/01/2023,Hardcore,Coin Pack - 1000,00h 41m,28,1,One-time,No,80
30/01/2023,11/01/2023,Casual,Coin Pack - 1000,01h 44m,6,2,One-time,No,87
10/02/2023,11/01/2023,Casual,Season Pass,00h 25m,15,2,Subscription,No,531
27/01/2023,14/01/2023,Hardcore,Power-Up Bundle,01h 32m,36,2,One-time,No,238
